# Simulated light curve
# model: OneBendPowerLaw
# input parameters: A,alpha_1,f_1,alpha_2
# [ 1.         -0.84847362  0.00781279 -2.90165767]
# Fvar:0.24307141835145396
# FoM:12.941366737092816
# seed: 12012
# seed_gaps: 17823
# Time	Value	Error
4.475000000000000000e+02 1.835539028391729666e+00 3.154437057140943579e-02
4.485000000000000000e+02 1.793913157593232333e+00 2.907523800791405114e-02
4.495000000000000000e+02 1.764078958997981061e+00 4.362679977208861609e-02
4.505000000000000000e+02 1.818787780878420079e+00 2.400505713133781194e-02
4.510000000000000000e+02 1.827636493547776242e+00 3.045374285429582745e-02
4.520000000000000000e+02 1.809456264933889003e+00 2.130287073985363822e-02
4.525000000000000000e+02 1.784408673790163435e+00 1.452040196131335927e-02
4.530000000000000000e+02 1.801727475695543035e+00 1.641972630141421211e-02
4.545000000000000000e+02 1.794575581461304914e+00 4.076610287677072397e-02
4.562500000000000000e+02 1.760551365594487550e+00 1.632491605591313705e-02
4.567500000000000000e+02 1.736332076652524758e+00 2.708206427215607143e-02
4.622500000000000000e+02 1.681576249422443325e+00 1.549309592970386958e-02
4.635000000000000000e+02 1.661034547873477152e+00 1.853584474755397629e-02
4.640000000000000000e+02 1.723834535771300525e+00 3.360918924525197610e-02
4.645000000000000000e+02 1.658091859627060183e+00 3.105523508712699707e-02
4.652500000000000000e+02 1.675364321320015115e+00 3.392445530304000895e-02
4.670000000000000000e+02 1.703083217652235470e+00 3.812879974414261353e-02
4.690000000000000000e+02 1.743192605743315138e+00 1.524064353701218635e-02
4.702500000000000000e+02 1.725463985111807652e+00 2.401214356106195352e-02
4.720000000000000000e+02 1.774672689547864390e+00 2.945993906962013700e-02
4.735000000000000000e+02 1.767281475912944710e+00 2.458898031267109374e-02
4.747500000000000000e+02 1.803480176383185585e+00 4.448999103812694561e-02
4.755000000000000000e+02 1.898932387728815119e+00 2.449163450434547334e-02
4.765000000000000000e+02 1.846208696625078582e+00 2.646899458658975163e-02
4.772500000000000000e+02 1.905172682120376271e+00 3.179359908527117085e-02
4.787500000000000000e+02 1.814831581458848930e+00 1.370463411453050860e-02
4.790000000000000000e+02 1.862057858644997399e+00 2.640797894798917536e-02
4.805000000000000000e+02 1.801974523294716413e+00 3.205509857030101883e-02
4.815000000000000000e+02 1.821497943233483463e+00 1.410326275812227685e-02
4.825000000000000000e+02 1.741672059348858603e+00 3.536266721366270599e-02
4.830000000000000000e+02 1.717829394955422417e+00 1.322796719243483562e-02
4.832500000000000000e+02 1.743678626031981871e+00 1.541799809505440405e-02
4.837500000000000000e+02 1.703082917044708822e+00 2.266483455216546442e-02
4.850000000000000000e+02 1.671923984005031283e+00 4.142195652722633487e-02
4.852500000000000000e+02 1.654735328155024998e+00 2.367540415825183236e-02
4.882500000000000000e+02 1.646676180542043122e+00 1.540932565128080335e-02
4.890000000000000000e+02 1.596680099336579284e+00 1.376753996818383223e-02
4.892500000000000000e+02 1.581934685188809642e+00 1.859853577312166675e-02
4.897500000000000000e+02 1.578432959847099637e+00 2.373437431455324362e-02
4.910000000000000000e+02 1.576222393100979335e+00 2.791493373614462731e-02
4.917500000000000000e+02 1.562786975203743101e+00 1.756419275113967407e-02
4.947500000000000000e+02 1.531927360861003340e+00 2.415974702451774078e-02
4.955000000000000000e+02 1.488385703178112252e+00 2.303097758379977697e-02
4.960000000000000000e+02 1.502534671373310093e+00 2.626542579965457716e-02
4.967500000000000000e+02 1.412410902563518755e+00 3.696481598053985573e-02
5.035000000000000000e+02 1.501388907559911834e+00 2.200666188355447986e-02
5.040000000000000000e+02 1.541935706974764120e+00 2.792625980189938906e-02
5.065000000000000000e+02 1.591165881867512732e+00 1.744149125696968158e-02
5.070000000000000000e+02 1.566233186050768778e+00 2.811539774611657508e-02
5.082500000000000000e+02 1.562573745615699616e+00 1.749521834908313728e-02
5.100000000000000000e+02 1.553087605100981206e+00 1.932708692296575617e-02
5.102500000000000000e+02 1.600935616647425341e+00 3.431546254268783014e-02
5.115000000000000000e+02 1.599094128457140274e+00 1.757394297256847926e-02
5.117500000000000000e+02 1.581598278721268125e+00 1.606005229820530941e-02
5.135000000000000000e+02 1.618185665847803767e+00 1.678721775431125940e-02
5.150000000000000000e+02 1.597370655813626472e+00 3.219276797917946381e-02
5.152500000000000000e+02 1.618286771576840533e+00 1.436696272060687674e-02
5.160000000000000000e+02 1.585613067681435950e+00 2.542435329088933715e-02
5.165000000000000000e+02 1.586950735078786812e+00 2.661578803578592764e-02
5.187500000000000000e+02 1.565302126104373803e+00 3.637004049665195499e-02
5.202500000000000000e+02 1.498882195833560527e+00 3.304472146657436854e-02
5.212500000000000000e+02 1.533904030006218555e+00 1.930837085640190950e-02
5.217500000000000000e+02 1.488274216648587833e+00 1.628475490911154150e-02
5.235000000000000000e+02 1.518479436443408437e+00 1.701805987924370420e-02
5.250000000000000000e+02 1.490640721623279985e+00 2.418885285171489680e-02
5.252500000000000000e+02 1.490080810932385091e+00 1.363168798369228558e-02
5.257500000000000000e+02 1.403560809036124013e+00 2.595382179437629236e-02
5.267500000000000000e+02 1.469390045130085642e+00 1.933710442057742784e-02
5.290000000000000000e+02 1.445574956569903646e+00 2.621473994332823923e-02
5.307500000000000000e+02 1.435544385129131184e+00 2.423997883978002907e-02
5.330000000000000000e+02 1.435474682641790567e+00 1.631492535377663741e-02
5.352500000000000000e+02 1.422258011054702287e+00 1.988610545914746425e-02
5.407500000000000000e+02 1.486361633946335914e+00 2.774067107978512442e-02
5.417500000000000000e+02 1.446745452757329353e+00 1.349216571031744243e-02
5.462500000000000000e+02 1.428889395143108976e+00 1.920857841403976474e-02
5.507500000000000000e+02 1.361044890916997652e+00 4.062660988144134455e-02
5.535000000000000000e+02 1.354079186653287747e+00 3.453463513674107782e-02
5.547500000000000000e+02 1.387426273080626826e+00 3.042698275968545168e-02
5.572500000000000000e+02 1.328783222226507688e+00 1.652221994856160545e-02
5.590000000000000000e+02 1.254901762664581311e+00 3.665948948144724662e-02
5.622500000000000000e+02 1.301066477272699196e+00 2.773343992993251503e-02
5.637500000000000000e+02 1.401714592777925095e+00 2.237312137712579516e-02
5.660000000000000000e+02 1.403166776064013854e+00 2.247136286973366176e-02
5.662500000000000000e+02 1.431103328345590509e+00 3.991057931351738725e-02
5.675000000000000000e+02 1.484560569185680468e+00 2.226815452473195761e-02
5.685000000000000000e+02 1.455660634304441148e+00 2.035545475153109629e-02
5.697500000000000000e+02 1.443955445822464823e+00 3.049537138062648894e-02
5.780000000000000000e+02 1.394025541168011140e+00 1.925791239800837135e-02
5.785000000000000000e+02 1.428790446247903745e+00 1.550011908907992023e-02
5.795000000000000000e+02 1.435043341869563838e+00 2.188503974294201196e-02
5.797500000000000000e+02 1.455420471102277569e+00 2.090301687466878874e-02
5.800000000000000000e+02 1.525919890046715688e+00 3.549106809567617593e-02
5.805000000000000000e+02 1.473033208397364735e+00 4.098057790066895328e-02
5.807500000000000000e+02 1.431547103189274139e+00 4.178459855638433362e-02
5.810000000000000000e+02 1.449830666820523639e+00 1.417507573397718164e-02
5.820000000000000000e+02 1.521497963781063500e+00 3.767343597898101248e-02
5.827500000000000000e+02 1.488891677328620045e+00 1.452255925233114121e-02
5.837500000000000000e+02 1.495260190664718047e+00 2.505949700442888783e-02
5.842500000000000000e+02 1.490716470915550707e+00 1.232527520037659391e-02
5.850000000000000000e+02 1.468002077522516435e+00 3.280487047373736170e-02
5.852500000000000000e+02 1.461267938945624012e+00 1.943999878992386590e-02
5.872500000000000000e+02 1.401802678874646269e+00 3.224735216962346107e-02
5.875000000000000000e+02 1.469393231015283741e+00 1.497437091644633969e-02
5.892500000000000000e+02 1.454508884088395293e+00 1.414859604387666905e-02
5.910000000000000000e+02 1.473045397215438701e+00 1.447162450427245256e-02
5.920000000000000000e+02 1.502294801362962229e+00 3.896275471102936261e-02
5.922500000000000000e+02 1.479914470980439933e+00 1.437472203509668374e-02
5.930000000000000000e+02 1.391582930283601360e+00 4.593876897753584182e-02
